id,order_id,product_id,quantity,unit_price
304,304,163,14,12.01
305,305,429,14,45.10
306,306,157,8,57.42
307,307,247,15,44.59
308,308,12,13,49.63
309,309,70,11,35.21
310,310,312,9,53.63
311,311,599,12,73.13
312,312,559,5,78.18
313,313,249,14,5.04
314,314,316,15,72.35
315,315,84,2,60.12
316,316,221,8,39.25
317,317,103,5,26.28
318,318,602,14,26.66
319,319,450,12,67.85
320,320,444,8,57.93
321,321,121,4,77.18
322,322,20,4,35.55
323,323,487,2,35.87
324,324,124,7,74.82
325,325,658,10,66.20
326,326,668,14,20.47
327,327,617,1,27.77
328,328,329,11,96.43
329,329,543,6,71.12
330,330,229,1,80.74
331,331,264,3,42.54
332,332,632,1,24.62
333,333,120,2,5.00
334,334,201,14,96.87
335,335,645,4,2.62
336,336,372,6,12.18
337,337,673,7,93.99
338,338,750,5,75.13
339,339,229,5,80.74
340,340,395,15,84.78
341,341,539,9,15.86
342,342,7,15,53.00
343,343,668,9,20.47
344,344,320,11,47.97
345,345,346,15,43.84
346,346,19,2,45.11
347,347,554,8,42.86
348,348,466,8,79.97
349,349,665,2,77.01
350,350,427,6,39.14
351,351,142,2,86.85
352,352,175,7,17.86
353,353,452,9,60.59
354,354,231,15,80.08
355,355,552,1,88.51
356,356,563,2,61.58
357,357,411,13,62.92
358,358,366,13,53.78
359,359,596,8,21.12
360,360,382,12,15.00
361,361,120,14,5.00
362,362,206,7,82.79
363,363,670,12,55.13
364,364,478,15,39.18
365,365,382,7,15.00
366,366,476,14,34.93
367,367,481,15,44.55
368,368,230,15,37.45
369,369,454,9,3.53
370,370,79,13,72.95
371,371,535,13,57.11
372,372,185,15,80.81
373,373,69,6,84.59
374,374,539,10,15.86
375,375,240,2,78.61
376,376,332,7,10.21
377,377,188,5,39.54
378,378,693,14,96.76
379,379,653,11,71.73
380,380,436,1,81.85
381,381,221,6,39.25
382,382,545,11,33.16
383,383,560,10,99.13
384,384,416,12,10.26
385,385,399,15,55.91
386,386,746,9,75.07
387,387,282,9,2.33
388,388,673,7,93.99
389,389,269,1,47.10
390,390,73,12,30.13
391,391,307,9,83.13
392,392,567,12,63.94
393,393,415,1,80.31
394,394,370,7,9.57
395,395,608,11,96.07
396,396,427,8,39.14
397,397,310,9,5.22
398,398,271,9,55.58
399,399,424,8,91.88
400,400,558,8,38.76
401,401,14,14,37.54
402,402,647,10,73.47
403,403,193,9,6.98
404,404,525,11,78.65
405,405,544,8,65.66
406,406,393,12,11.40
407,407,335,3,55.76
408,408,495,15,53.90
409,409,720,12,58.95
410,410,612,14,55.35
411,411,152,4,38.78
412,412,425,15,73.02
413,413,165,15,1.82
414,414,300,5,23.63
415,415,254,10,18.21
416,416,371,8,15.31
417,417,343,13,18.55
418,418,601,12,70.25
419,419,475,10,97.03
420,420,573,13,37.77
421,421,691,8,22.89
422,422,233,3,46.12
423,423,590,1,91.73
424,424,4,9,35.37
425,425,496,8,67.39
426,426,220,3,2.29
427,427,360,3,51.17
428,428,390,10,9.63
429,429,117,6,73.62
430,430,168,4,75.33
431,431,488,4,25.79
432,432,433,12,27.26
433,433,701,12,84.63
434,434,707,6,96.44
435,435,682,14,49.45
436,436,538,14,74.38
437,437,644,13,62.01
438,438,103,3,26.28
439,439,86,1,69.63
440,440,118,1,2.65
441,441,332,6,10.21
442,442,555,5,94.55
443,443,279,6,28.46
444,444,479,15,45.62
445,445,57,6,35.36
446,446,348,3,69.51
447,447,70,11,35.21
448,448,53,12,10.70
449,449,57,4,35.36
450,450,123,1,82.11
451,451,443,7,32.75
452,452,348,10,69.51
453,453,409,6,15.19
454,454,250,3,16.80
455,455,25,1,97.41
456,456,123,7,82.11
457,457,539,3,15.86
458,458,78,4,22.92
459,459,270,7,40.62
460,460,365,10,48.55
461,461,265,6,61.99
462,462,231,3,80.08
463,463,357,5,7.84
464,464,341,7,73.19
465,465,635,3,5.01
466,466,651,13,63.42
467,467,601,13,70.25
468,468,301,5,55.52
469,469,453,3,2.24
470,470,611,8,71.52
471,471,193,1,6.98
472,472,633,12,15.79
473,473,336,15,43.03
474,474,531,10,12.54
475,475,144,13,57.83
476,476,628,11,70.20
477,477,459,6,71.07
478,478,410,2,92.61
479,479,671,13,41.99
480,480,627,4,2.46
481,481,371,2,15.31
482,482,722,1,16.50
483,483,249,5,5.04
484,484,576,2,54.96
485,485,635,13,5.01
486,486,695,4,91.73
487,487,71,7,4.62
488,488,520,15,84.50
489,489,134,1,53.04
490,490,612,1,55.35
491,491,406,12,44.61
492,492,195,6,85.80
493,493,506,13,64.43
494,494,446,1,88.24
495,495,711,11,85.16
496,496,718,11,32.32
497,497,703,5,90.36
498,498,614,8,47.97
499,499,207,12,70.54
500,500,696,8,78.61
501,501,606,12,26.84
502,502,191,5,33.52
503,503,637,4,87.56
504,504,363,5,27.74
505,505,652,10,28.52
506,506,671,11,41.99
507,507,648,13,63.80
508,508,478,2,39.18
509,509,447,7,46.58
510,510,47,6,83.99
511,511,396,12,23.11
512,512,336,11,43.03
513,513,494,4,26.64
514,514,710,9,33.27
515,515,566,9,4.03
516,516,701,10,84.63
517,517,308,12,16.91
518,518,183,12,96.01
519,519,743,7,96.41
520,520,166,5,72.82
521,521,102,8,29.94
522,522,8,13,40.41
523,523,485,9,72.84
524,524,151,9,48.30
525,525,48,10,48.52
526,526,536,15,21.17
527,527,289,4,12.48
528,528,583,1,40.34
529,529,547,1,53.99
530,530,235,5,8.80
531,531,285,14,17.91
532,532,719,12,79.79
533,533,490,7,47.17
534,534,292,10,36.81
535,535,738,14,3.92
536,536,565,3,22.78
537,537,611,5,71.52
538,538,611,4,71.52
539,539,470,15,87.31
540,540,517,1,21.51
541,541,422,14,35.49
542,542,562,15,40.39
543,543,42,14,90.71
544,544,22,11,45.79
545,545,734,9,9.29
546,546,603,3,75.92
547,547,63,6,49.60
548,548,7,7,53.00
549,549,596,10,21.12
550,550,709,9,55.44
551,551,254,8,18.21
552,552,644,14,62.01
553,553,207,8,70.54
554,554,603,7,75.92
555,555,142,4,86.85
556,556,402,2,3.99
557,557,85,1,88.08
558,558,716,9,35.85
559,559,324,6,59.67
560,560,220,13,2.29
561,561,130,15,75.44
562,562,741,15,44.48
563,563,313,2,16.35
564,564,90,4,48.58
565,565,260,9,11.95
566,566,281,15,60.14
567,567,625,2,60.23
568,568,32,10,4.78
569,569,533,6,56.81
570,570,317,10,6.19
571,571,739,4,81.18
572,572,492,4,78.89
573,573,243,15,14.65
574,574,486,7,44.09
575,575,203,14,7.17
576,576,306,14,8.60
577,577,170,10,40.96
578,578,684,15,7.05
579,579,657,10,9.24
580,580,482,13,37.93
581,581,441,7,54.01
582,582,6,2,82.11
583,583,209,6,75.65
584,584,276,6,2.45
585,585,2,2,31.89
586,586,680,4,7.92
587,587,395,5,84.78
588,588,685,14,6.69
589,589,739,12,81.18
590,590,140,12,81.06
591,591,734,12,9.29
592,592,246,6,94.25
593,593,530,12,37.58
594,594,413,6,44.27
595,595,471,6,73.68
596,596,366,2,53.78
597,597,419,8,58.34
598,598,246,7,94.25
599,599,722,6,16.50
600,600,620,14,46.75
601,601,186,10,96.57
602,602,567,6,63.94
603,603,27,13,17.81
604,604,683,4,75.95
605,605,333,11,47.09
606,606,365,14,48.55
607,607,77,8,75.31
608,608,41,5,73.33
609,609,723,7,25.62
610,610,491,6,14.61
611,611,285,14,17.91
612,612,702,9,45.25
613,613,406,4,44.61
614,614,672,8,53.64
615,615,643,15,98.10
616,616,446,10,88.24
617,617,303,1,95.60
618,618,176,6,3.54
619,619,720,4,58.95
620,620,70,10,35.21
621,621,440,10,86.21
622,622,489,3,33.49
623,623,375,4,24.03
624,624,410,11,92.61
625,625,171,7,92.42
626,626,375,11,24.03
627,627,612,14,55.35
628,628,436,13,81.85
629,629,341,3,73.19
630,630,398,2,28.87
631,631,218,1,25.77
632,632,643,7,98.10
633,633,310,12,5.22
634,634,371,7,15.31
635,635,174,2,11.09
636,636,508,8,18.60
637,637,515,15,60.47
638,638,303,13,95.60
639,639,720,12,58.95
640,640,441,1,54.01
641,641,46,14,98.41
642,642,403,2,8.21
643,643,379,10,70.10
644,644,682,5,49.45
645,645,26,11,77.15
646,646,334,12,78.75
647,647,92,14,66.76
648,648,204,3,65.71
649,649,747,7,3.28
650,650,122,6,18.38
651,651,619,1,57.87
652,652,480,3,35.02
653,653,539,4,15.86
654,654,507,10,27.06
655,655,168,4,75.33
656,656,68,15,99.52
657,657,584,14,81.09
658,658,468,14,6.94
659,659,584,8,81.09
660,660,18,5,92.90
661,661,589,15,75.98
662,662,638,13,96.82
663,663,673,15,93.99
664,664,699,11,14.66
665,665,725,4,59.73
666,666,27,11,17.81
667,667,211,4,96.20
668,668,223,10,94.97
669,669,484,9,95.82
670,670,247,7,44.59
671,671,534,5,71.12
672,672,428,8,85.37
673,673,537,13,43.15
674,674,653,1,71.73
675,675,153,5,38.56
676,676,304,1,33.20
677,677,312,12,53.63
678,678,649,15,89.44
679,679,57,15,35.36
680,680,588,14,3.47
681,681,520,13,84.50
682,682,83,5,81.56
683,683,353,1,19.35
684,684,19,10,45.11
685,685,535,3,57.11
686,686,366,5,53.78
687,687,225,6,48.67
688,688,25,9,97.41
689,689,199,3,54.34
690,690,169,2,55.67
691,691,249,2,5.04
692,692,738,14,3.92
693,693,690,8,63.50
694,694,487,8,35.87
695,695,366,2,53.78
696,696,369,7,50.78
697,697,745,5,81.35
698,698,370,1,9.57
699,699,362,11,54.60
700,700,702,13,45.25
701,701,172,15,68.30
702,702,253,2,49.69
703,703,749,9,99.67
704,704,736,13,66.22
705,705,680,1,7.92
706,706,445,6,53.15
707,707,182,14,51.37
708,708,324,10,59.67
709,709,325,6,36.17
710,710,652,11,28.52
711,711,34,13,45.02
712,712,465,13,10.60
713,713,723,7,25.62
714,714,716,11,35.85
715,715,664,1,8.66
716,716,422,5,35.49
717,717,116,1,31.30
718,718,64,7,71.17
719,719,721,10,71.92
720,720,415,15,80.31
721,721,659,7,10.47
722,722,551,10,12.12
723,723,25,10,97.41
724,724,723,14,25.62
725,725,541,1,6.95
726,726,535,9,57.11
727,727,301,14,55.52
728,728,651,7,63.42
729,729,102,9,29.94
730,730,57,4,35.36
731,731,728,2,32.28
732,732,466,9,79.97
733,733,148,15,93.81
734,734,93,3,60.18
735,735,19,14,45.11
736,736,564,13,47.69
737,737,512,13,25.18
738,738,118,3,2.65
739,739,554,13,42.86
740,740,165,5,1.82
741,741,663,6,65.06
742,742,571,4,85.71
743,743,116,14,31.30
744,744,364,11,64.35
745,745,723,2,25.62
746,746,270,15,40.62
747,747,682,5,49.45
748,748,350,4,8.10
749,749,455,9,98.19
750,750,472,7,96.67
751,751,245,1,93.89
752,752,557,9,50.37
753,753,552,5,88.51
754,754,337,9,45.29
755,755,28,4,56.51
756,756,628,7,70.20
757,757,57,9,35.36
758,758,648,11,63.80
759,759,71,9,4.62
760,760,660,9,21.94
761,761,85,13,88.08
762,762,693,10,96.76
763,763,213,9,72.03
764,764,483,15,45.45
765,765,275,11,58.47
766,766,675,7,88.94
767,767,302,3,87.79
768,768,232,5,92.25
769,769,254,3,18.21
770,770,572,8,48.13
771,771,599,6,73.13
772,772,529,1,43.54
773,773,97,11,31.80
774,774,399,6,55.91
775,775,203,13,7.17
776,776,569,14,77.61
777,777,733,12,90.99
778,778,459,15,71.07
779,779,95,4,23.48
780,780,596,4,21.12
781,781,444,2,57.93
782,782,435,7,22.43
783,783,89,10,68.94
784,784,639,7,2.27
785,785,681,3,40.09
786,786,735,12,82.77
787,787,130,2,75.44
788,788,697,11,79.63
789,789,92,2,66.76
790,790,620,1,46.75
791,791,575,4,90.52
792,792,262,15,32.01
793,793,334,11,78.75
794,794,134,5,53.04
795,795,419,5,58.34
796,796,193,8,6.98
797,797,456,5,53.93
798,798,203,4,7.17
799,799,395,1,84.78
800,800,616,11,71.78
801,801,393,12,11.40
802,802,116,8,31.30
803,803,153,2,38.56
804,804,417,8,70.22
805,805,123,7,82.11
806,806,115,11,1.65
807,807,206,8,82.79
808,808,684,7,7.05
809,809,553,10,71.14
810,810,711,4,85.16
811,811,395,11,84.78
812,812,592,3,64.35
813,813,273,12,39.20
814,814,339,13,90.65
815,815,127,1,34.47
816,816,368,2,73.22
817,817,710,6,33.27
818,818,192,3,20.43
819,819,331,4,36.60
820,820,329,6,96.43
821,821,652,10,28.52
822,822,21,6,60.12
823,823,401,8,81.05
824,824,439,8,20.39
825,825,244,1,13.51
826,826,649,12,89.44
827,827,266,11,28.98
828,828,130,5,75.44
829,829,604,10,46.55
830,830,379,8,70.10
831,831,82,8,16.96
832,832,21,10,60.12
833,833,610,1,15.09
834,834,737,1,16.42
835,835,353,1,19.35
836,836,304,7,33.20
837,837,461,2,80.09
838,838,641,11,11.44
839,839,322,15,97.07
840,840,435,10,22.43
841,841,461,12,80.09
842,842,250,2,16.80
843,843,618,7,73.90
844,844,86,6,69.63
845,845,76,12,12.71
846,846,122,10,18.38
847,847,383,11,31.61
848,848,46,13,98.41
849,849,581,10,53.41
850,850,517,10,21.51
851,851,90,15,48.58
852,852,399,3,55.91
853,853,224,11,18.51
854,854,672,12,53.64
855,855,439,4,20.39
856,856,177,4,79.44
857,857,319,6,29.55
858,858,311,6,23.09
859,859,598,14,28.99
860,860,557,3,50.37
861,861,242,3,20.46
862,862,289,15,12.48
863,863,716,1,35.85
864,864,461,6,80.09
865,865,160,1,92.45
866,866,166,15,72.82
867,867,350,3,8.10
868,868,501,9,9.52
869,869,704,11,66.35
870,870,519,8,70.39
871,871,480,14,35.02
872,872,92,13,66.76
873,873,522,2,54.16
874,874,82,13,16.96
875,875,343,11,18.55
876,876,720,6,58.95
877,877,318,9,55.70
878,878,180,13,36.51
879,879,697,9,79.63
880,880,693,11,96.76
881,881,626,12,89.90
882,882,298,14,38.62
883,883,364,15,64.35
884,884,174,13,11.09
885,885,528,8,57.97
886,886,619,15,57.87
887,887,10,4,18.75
888,888,444,9,57.93
889,889,688,6,67.11
890,890,606,14,26.84
891,891,216,1,61.43
892,892,13,4,48.21
893,893,165,6,1.82
894,894,35,12,70.73
895,895,432,12,33.49
896,896,552,15,88.51
897,897,712,8,90.10
898,898,407,6,82.03
899,899,648,13,63.80
900,900,519,7,70.39
901,901,650,10,22.90
902,902,194,15,84.17
903,903,519,14,70.39
904,904,514,12,95.94
905,905,259,10,40.68
906,906,505,11,66.23
907,907,248,2,99.78
908,908,474,7,14.03
909,909,125,10,2.30
910,910,705,12,10.66
911,911,147,12,90.90
912,912,120,10,5.00
913,913,160,4,92.45
914,914,439,15,20.39
915,915,216,2,61.43
916,916,511,10,12.37
917,917,407,1,82.03
918,918,503,14,24.19
919,919,541,6,6.95
920,920,448,13,88.96
921,921,616,3,71.78
922,922,237,3,39.00
923,923,83,7,81.56
924,924,456,10,53.93
925,925,528,13,57.97
926,926,524,15,23.49
927,927,285,15,17.91
928,928,601,8,70.25
929,929,651,9,63.42
930,930,702,4,45.25
931,931,57,14,35.36
932,932,428,4,85.37
933,933,470,13,87.31
934,934,314,10,57.19
935,935,159,2,91.71
936,936,603,6,75.92
937,937,286,2,48.30
938,938,370,11,9.57
939,939,244,5,13.51
940,940,108,14,14.64
941,941,559,4,78.18
942,942,222,6,87.18
943,943,180,12,36.51
944,944,234,10,65.82
945,945,631,6,59.34
946,946,202,10,85.16
947,947,616,5,71.78
948,948,223,3,94.97
949,949,16,3,34.77
950,950,162,8,29.08
951,951,9,3,95.53
952,952,309,6,8.39
953,953,19,3,45.11
954,954,665,4,77.01
955,955,271,10,55.58
956,956,106,1,23.62
957,957,467,4,37.55
958,958,518,8,9.05
959,959,438,14,21.90
960,960,636,8,95.66
961,961,366,10,53.78
962,962,672,11,53.64
963,963,13,5,48.21
964,964,295,6,60.40
965,965,689,4,97.74
966,966,307,6,83.13
967,967,220,4,2.29
968,968,177,9,79.44
969,969,225,12,48.67
970,970,593,6,53.54
971,971,39,8,87.63
972,972,665,10,77.01
973,973,210,15,15.99
974,974,554,11,42.86
975,975,640,13,93.32
976,976,38,4,4.52
977,977,521,15,81.09
978,978,237,11,39.00
979,979,373,14,42.45
980,980,401,12,81.05
981,981,138,1,34.46
982,982,237,2,39.00
983,983,21,15,60.12
984,984,141,2,60.20
985,985,645,11,2.62
986,986,549,15,43.14
987,987,59,14,50.29
988,988,148,7,93.81
989,989,563,7,61.58
990,990,121,15,77.18
991,991,417,3,70.22
992,992,218,2,25.77
993,993,591,2,33.78
994,994,50,14,47.01
995,995,724,5,50.49
996,996,473,9,37.77
997,997,190,1,1.95
998,998,282,8,2.33
999,999,88,4,13.14
1000,1000,345,3,40.98
1001,1001,709,15,55.44
1002,1002,261,12,35.17
1003,1003,677,5,91.59
1004,1004,351,2,36.85
1005,1005,474,2,14.03
1006,1006,567,4,63.94
1007,1007,662,4,67.42
1008,1008,108,11,14.64
1009,1009,52,5,97.27
1010,1010,688,11,67.11
1011,1011,284,1,8.06
1012,1012,104,5,93.66
1013,1013,416,12,10.26
1014,1014,269,12,47.10
1015,1015,97,11,31.80
1016,1016,425,13,73.02
1017,1017,335,5,55.76
1018,1018,399,7,55.91
1019,1019,240,4,78.61
1020,1020,2,1,31.89
1021,1021,39,15,87.63
1022,1022,187,14,42.09
1023,1023,70,10,35.21
1024,1024,537,13,43.15
1025,1025,225,13,48.67
1026,1026,265,11,61.99
1027,1027,647,9,73.47
1028,1028,193,3,6.98
1029,1029,520,2,84.50
1030,1030,523,1,9.33
1031,1031,302,10,87.79
1032,1032,690,15,63.50
1033,1033,297,7,13.48
1034,1034,161,2,56.65
1035,1035,664,1,8.66
1036,1036,589,3,75.98
1037,1037,201,10,96.87
1038,1038,738,12,3.92
1039,1039,88,10,13.14
1040,1040,473,4,37.77
1041,1041,602,14,26.66
1042,1042,89,13,68.94
1043,1043,140,15,81.06
1044,1044,432,6,33.49
1045,1045,240,11,78.61
1046,1046,655,6,97.88
1047,1047,303,6,95.60
1048,1048,299,14,67.61
1049,1049,586,8,58.43
1050,1050,532,8,65.22
1051,1051,154,14,64.06
1052,1052,671,7,41.99
1053,1053,643,8,98.10
1054,1054,453,14,2.24
1055,1055,333,11,47.09
1056,1056,308,8,16.91
1057,1057,539,2,15.86
1058,1058,271,4,55.58
1059,1059,489,1,33.49
1060,1060,132,6,22.76
1061,1061,691,9,22.89
1062,1062,58,2,35.80
1063,1063,467,9,37.55
1064,1064,659,6,10.47
1065,1065,394,12,77.60
1066,1066,743,4,96.41
1067,1067,284,13,8.06
1068,1068,688,1,67.11
1069,1069,340,8,75.70
1070,1070,386,2,99.10
1071,1071,160,2,92.45
1072,1072,390,5,9.63
1073,1073,721,10,71.92
1074,1074,182,7,51.37
1075,1075,247,2,44.59
1076,1076,689,14,97.74
1077,1077,452,12,60.59
1078,1078,194,13,84.17
1079,1079,362,1,54.60
1080,1080,480,3,35.02
1081,1081,563,5,61.58
1082,1082,625,1,60.23
1083,1083,684,7,7.05
1084,1084,47,10,83.99
1085,1085,431,7,12.46
1086,1086,512,12,25.18
1087,1087,519,5,70.39
1088,1088,308,13,16.91
1089,1089,732,1,78.30
1090,1090,488,1,25.79
1091,1091,240,14,78.61
1092,1092,488,9,25.79
1093,1093,219,14,23.15
1094,1094,381,1,63.25
1095,1095,498,7,33.52
1096,1096,598,6,28.99
1097,1097,744,12,8.24
1098,1098,424,12,91.88
1099,1099,638,4,96.82
1100,1100,419,5,58.34
1101,1101,181,13,87.83
1102,1102,398,3,28.87
1103,1103,696,14,78.61
1104,1104,37,12,10.07
1105,1105,344,12,97.07
1106,1106,110,4,81.14
1107,1107,266,12,28.98
1108,1108,249,9,5.04
1109,1109,449,6,24.85
1110,1110,745,5,81.35
1111,1111,130,8,75.44
1112,1112,663,7,65.06
1113,1113,677,1,91.59
1114,1114,642,6,1.28
1115,1115,430,14,90.63
1116,1116,223,8,94.97
1117,1117,576,9,54.96
1118,1118,710,14,33.27
1119,1119,321,14,50.26
1120,1120,223,1,94.97
1121,1121,152,10,38.78
1122,1122,93,7,60.18
1123,1123,6,5,82.11
1124,1124,499,10,65.31
1125,1125,230,15,37.45
1126,1126,399,3,55.91
1127,1127,557,3,50.37
1128,1128,88,12,13.14
1129,1129,267,8,30.67
1130,1130,319,15,29.55
1131,1131,46,5,98.41
1132,1132,23,1,72.21
1133,1133,725,2,59.73
1134,1134,554,10,42.86
1135,1135,595,2,61.88
1136,1136,563,11,61.58
1137,1137,278,9,29.30
1138,1138,450,2,67.85
1139,1139,668,2,20.47
1140,1140,489,10,33.49
